City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
109,bluff,63,NZ,1603736432,89,-46.6,168.33,48.0,1.97
110,namatanai,70,PG,1603736432,72,-3.67,152.43,79.54,3.51
112,cabo san lucas,5,MX,1603736287,45,22.89,-109.91,90.0,8.05
113,faanui,96,PF,1603736391,77,-16.48,-151.75,79.72,13.85
114,port lincoln,10,AU,1603736433,87,-34.73,135.87,54.03,8.14
115,tasiilaq,100,GL,1603736433,47,65.61,-37.64,33.8,16.11
116,kontagora,86,NG,1603736433,38,10.4,5.47,79.86,3.29
117,macau,0,MO,1603736278,83,22.2,113.55,75.2,13.87
118,christchurch,100,NZ,1603736208,93,-43.53,172.63,48.0,2.24
119,axim,100,GH,1603736434,87,4.87,-2.24,78.82,8.52
120,san quintin,2,MX,1603736435,55,30.48,-115.95,68.4,7.47
121,norman wells,75,CA,1603736435,73,65.28,-126.83,24.8,21.92
124,eluru,5,IN,1603736435,83,16.7,81.1,76.01,0.92
125,maniitsoq,56,GL,1603736394,88,65.42,-52.9,28.17,18.37
126,hermanus,96,ZA,1603736435,84,-34.42,19.23,64.0,4.0
127,pierre,1,US,1603736435,61,44.37,-100.35,14.0,8.05
128,cape town,0,ZA,1603736224,77,-33.93,18.42,69.01,11.41
129,nehe,29,CN,1603736436,84,48.48,124.83,34.95,8.05
130,bauchi,16,NG,1603736436,27,10.5,10.0,78.78,1.59
131,qaqortoq,75,GL,1603736352,28,60.72,-46.03,46.4,14.99
132,isangel,4,VU,1603736436,82,-19.55,169.27,72.37,9.4
133,aksay,0,RU,1603736436,66,47.26,39.87,51.8,15.66
134,qunduz,0,AF,1603736436,41,36.73,68.86,53.55,1.81
136,harper,85,LR,1603736437,87,4.38,-7.72,78.73,7.31
137,mehamn,0,NO,1603736437,85,71.04,27.85,32.0,13.87
138,avera,90,US,1603736437,94,33.19,-82.53,69.8,5.82
139,bambous virieux,40,MU,1603736437,78,-20.34,57.76,73.99,11.41
140,caravelas,6,BR,1603736437,73,-17.71,-39.25,80.08,10.36
141,qaanaaq,67,GL,1603736438,72,77.48,-69.36,7.3,9.55
142,kruisfontein,97,ZA,1603736360,92,-34.0,24.73,63.0,8.01
143,new norfolk,96,AU,1603736438,64,-42.78,147.06,50.0,1.45
144,xining,100,CN,1603736438,90,36.62,101.77,33.71,1.14
145,lata,74,PT,1603736361,81,40.16,-8.33,57.99,3.31
146,poum,4,NC,1603736438,80,-20.23,164.02,75.92,15.05
147,namibe,83,AO,1603736438,78,-15.2,12.15,69.69,6.58
148,cacapava,40,BR,1603736439,35,-23.1,-45.71,84.2,2.24
149,newport,13,GB,1603736310,84,51.59,-3.0,52.0,14.07
150,gornyy,100,RU,1603736439,87,55.12,83.91,38.37,13.13
